CO(GT);PT08.S1(CO);C6H6(GT);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);T;RH;AH
1.1;997.0;4.6;76.0;1151.0;79.0;1405.0;10.8;62.5;0.8082
0.9;948.0;2.7;43.0;1320.0;61.0;1326.0;11.3;60.0;0.8025
0.6;878.0;1.6;180.0;1493.0;113.09125081011017;1272.0;10.6;61.6;0.7856
1.8;908.0;1.7;44.0;1477.0;66.0;1287.0;10.2;62.7;0.7813
0.6;892.0;1.2;34.0;1572.0;54.0;1255.0;10.9;58.6;0.7628
0.8;954.0;1.7;43.0;1496.0;57.0;1255.0;10.8;57.2;0.7382
1.2;1045.0;4.8;79.0;1186.0;75.0;1403.0;10.4;59.2;0.7455
3.1;1383.0;13.8;174.0;832.0;97.0;1706.0;11.0;57.3;0.7501
4.4;1597.0;23.7;235.0;652.0;110.0;2080.0;11.2;56.9;0.7565
3.4;1318.0;14.2;218.0;762.0;113.0;1770.0;12.1;54.9;0.7734
1.7;1138.0;8.0;136.0;950.0;88.0;1505.0;15.1;44.3;0.7535
1.5;1098.0;6.7;117.0;1012.0;85.0;1440.0;15.6;40.6;0.7146
1.7;1118.0;8.7;119.0;959.0;96.0;1477.0;16.9;34.6;0.6597
2.2;1170.0;10.8;126.0;879.0;106.0;1566.0;16.6;35.6;0.6697
1.8;1112.0;6.7;100.0;1015.0;91.0;1494.0;11.3;63.9;0.8554
2.7;1390.0;11.4;197.0;829.0;126.0;1730.0;9.6;81.1;0.972
2.8;1353.0;13.4;195.0;774.0;130.0;1783.0;11.7;69.1;0.9497
2.7;1260.0;12.0;156.0;828.0;111.0;1722.0;10.7;68.5;0.8794
4.5;1501.0;20.2;247.0;681.0;134.0;2008.0;10.7;67.3;0.8643
3.5;1273.0;14.4;190.0;795.0;136.0;1744.0;10.8;65.7;0.8486
2.6;1179.0;9.4;169.0;928.0;125.0;1571.0;10.3;66.3;0.8336
1.7;1047.0;5.9;118.0;1064.0;108.0;1435.0;10.1;66.9;0.8248
1.3;973.0;4.5;81.0;1186.0;87.0;1354.0;10.4;61.1;0.7717
1.3;997.0;4.5;80.0;1168.0;89.0;1341.0;10.3;59.9;0.7516
1.0;970.0;2.5;42.0;1400.0;58.0;1249.0;11.0;58.4;0.7686
0.7;902.0;1.8;38.0;1450.0;54.0;1253.0;9.1;68.1;0.789
0.7;921.0;1.4;180.0;1564.0;113.09125081011017;1224.0;9.5;68.2;0.8091
0.5;858.0;0.9;18.0;1707.0;28.0;1212.0;9.3;72.3;0.8496
0.5;878.0;0.6;12.0;1935.0;20.0;1158.0;9.9;66.8;0.8152
0.6;893.0;1.4;43.0;1604.0;51.0;1268.0;7.6;83.2;0.8695
1.1;1038.0;3.8;84.0;1260.0;82.0;1383.0;8.1;79.0;0.8544
2.7;1320.0;11.6;184.0;902.0;112.0;1721.0;8.7;74.6;0.8429
3.5;1353.0;17.8;202.0;740.0;119.0;1937.0;8.6;75.1;0.8415
2.3;1133.0;8.8;133.0;969.0;99.0;1552.0;9.7;69.7;0.8389
1.6;1066.0;6.8;130.0;1039.0;98.0;1468.0;11.0;64.4;0.8447
1.3;1027.0;5.9;106.0;1081.0;88.0;1442.0;13.6;53.0;0.8209
2.0;1106.0;8.9;132.0;958.0;96.0;1570.0;14.2;48.4;0.778
1.9;1038.0;8.2;106.0;976.0;81.0;1492.0;14.2;46.3;0.7438
1.9;1084.0;8.6;125.0;986.0;92.0;1501.0;16.0;41.3;0.7462
2.2;1105.0;10.1;138.0;939.0;105.0;1545.0;17.7;35.4;0.7094
2.0;1102.0;9.4;120.0;968.0;88.0;1527.0;17.1;37.4;0.7225
2.9;1240.0;14.6;158.0;836.0;103.0;1748.0;14.9;40.5;0.6835
5.2;1443.0;24.6;253.0;666.0;141.0;2060.0;13.4;47.8;0.7293
4.6;1389.0;21.6;231.0;692.0;133.0;1982.0;12.6;52.5;0.7642
2.5;1183.0;10.3;150.0;904.0;119.0;1539.0;12.2;53.2;0.7555
1.5;1014.0;5.7;99.0;1083.0;106.0;1376.0;10.6;56.1;0.714
1.2;979.0;4.5;75.0;1154.0;92.0;1324.0;9.9;59.5;0.7276
1.7;1048.0;5.5;93.0;1098.0;97.0;1373.0;9.6;61.1;0.7323
1.4;1024.0;4.8;79.0;1131.0;91.0;1357.0;9.7;61.6;0.7425
1.2;974.0;3.6;67.0;1208.0;83.0;1313.0;9.4;62.6;0.7398
0.6;862.0;1.7;180.0;1449.0;113.09125081011017;1219.0;8.2;68.5;0.7455
0.7;925.0;2.2;45.0;1398.0;59.0;1263.0;8.0;69.4;0.7459
0.8;952.0;3.0;72.0;1210.0;73.0;1312.0;7.7;72.4;0.7655
0.9;1005.0;4.0;103.0;1130.0;78.0;1363.0;8.0;71.8;0.7711
1.6;1122.0;6.7;132.0;1015.0;90.0;1438.0;8.5;66.3;0.7375
3.4;1351.0;16.7;239.0;783.0;110.0;1828.0;9.8;59.6;0.7214
3.8;1408.0;19.3;275.0;682.0;114.0;1928.0;11.2;57.0;0.7544
3.1;1304.0;14.8;232.0;772.0;119.0;1747.0;14.8;44.1;0.7407
2.7;1207.0;13.4;180.0;826.0;121.0;1664.0;16.8;35.3;0.6729
2.0;1099.0;11.0;112.0;948.0;97.0;1503.0;19.2;27.1;0.5976
2.3;1106.0;12.5;116.0;915.0;99.0;1535.0;19.1;26.2;0.5741
1.9;1009.0;8.4;103.0;1015.0;85.0;1391.0;16.3;30.8;0.5683
1.3;962.0;5.3;89.0;1152.0;75.0;1279.0;14.2;36.8;0.5922
1.9;1093.0;8.8;112.0;976.0;87.0;1454.0;13.4;41.0;0.6292
2.3;1180.0;11.2;127.0;886.0;102.0;1588.0;14.2;43.3;0.6982
2.4;1168.0;11.6;125.0;868.0;105.0;1580.0;12.1;45.6;0.6403
2.7;1168.0;12.4;120.0;876.0;98.0;1540.0;10.4;48.0;0.6046
2.6;1140.0;10.6;120.0;916.0;93.0;1490.0;10.0;51.1;0.628
1.5;1001.0;6.0;99.0;1097.0;91.0;1308.0;9.8;50.8;0.6172
1.2;953.0;4.6;79.0;1185.0;85.0;1252.0;9.7;50.4;0.6063
1.1;972.0;4.1;66.0;1237.0;74.0;1258.0;9.9;50.2;0.6103
1.5;1021.0;5.2;94.0;1144.0;87.0;1307.0;9.4;53.4;0.63
1.0;940.0;3.2;70.0;1290.0;79.0;1232.0;8.6;57.8;0.6488
1.2;1046.0;4.5;75.0;1142.0;78.0;1312.0;8.1;62.1;0.6746
1.1;1026.0;3.8;180.0;1191.0;113.09125081011017;1292.0;7.9;63.5;0.6777
1.8;983.0;3.8;57.0;1209.0;63.0;1296.0;7.4;64.8;0.6683
0.8;915.0;1.9;32.0;1417.0;48.0;1212.0;8.2;58.9;0.6444
0.9;935.0;2.4;54.0;1373.0;59.0;1250.0;6.3;66.6;0.641
1.1;976.0;3.3;68.0;1270.0;65.0;1266.0;7.2;62.9;0.6396
1.5;1124.0;6.7;98.0;1050.0;71.0;1418.0;7.2;63.9;0.65
1.8;1163.0;8.5;128.0;922.0;84.0;1530.0;11.1;50.5;0.6654
2.1;1167.0;9.7;129.0;942.0;93.0;1520.0;15.5;36.1;0.6313
2.1;1121.0;9.4;130.0;992.0;99.0;1451.0;17.8;29.2;0.592
1.9;1071.0;9.0;111.0;994.0;93.0;1449.0;17.6;30.1;0.6013
2.1;1065.0;10.0;106.0;950.0;96.0;1467.0;19.1;26.8;0.5861
2.5;1157.0;12.6;137.0;888.0;114.0;1596.0;17.7;28.6;0.5735
1.9;1046.0;7.6;113.0;1051.0;101.0;1357.0;17.8;28.4;0.5737
2.2;1147.0;11.8;122.0;934.0;108.0;1538.0;18.7;26.0;0.5555
2.3;1119.0;11.2;137.0;916.0;117.0;1508.0;17.1;31.3;0.6038
2.7;1210.0;12.4;165.0;886.0;125.0;1586.0;15.8;36.1;0.644
3.0;1306.0;12.9;196.0;827.0;133.0;1621.0;14.7;40.1;0.6657
2.8;1258.0;12.2;174.0;841.0;119.0;1633.0;13.6;44.9;0.6991
2.2;1148.0;8.8;140.0;948.0;107.0;1475.0;12.5;48.1;0.6946
1.6;1108.0;6.8;102.0;1023.0;96.0;1421.0;11.8;50.8;0.7042
2.1;1231.0;8.6;130.0;906.0;105.0;1483.0;10.9;56.1;0.7326
2.3;1293.0;8.9;121.0;930.0;102.0;1464.0;10.9;55.9;0.7277
2.3;1274.0;8.3;111.0;939.0;97.0;1451.0;10.3;58.1;0.7278
1.7;1135.0;6.3;87.0;1013.0;79.0;1395.0;9.3;62.2;0.7294
2.2;1151.0;8.3;180.0;935.0;113.09125081011017;1501.0;8.2;66.7;0.7276
1.3;1010.0;5.1;77.0;1110.0;69.0;1396.0;8.3;64.9;0.7124
0.8;870.0;2.6;39.0;1325.0;52.0;1284.0;9.6;58.5;0.7
1.1;983.0;3.6;77.0;1251.0;62.0;1342.0;7.7;66.4;0.699
1.4;995.0;3.6;91.0;1219.0;69.0;1321.0;7.4;68.0;0.7043
1.3;1024.0;4.7;105.0;1136.0;75.0;1382.0;9.7;58.6;0.7035
1.9;1163.0;7.5;133.0;959.0;83.0;1486.0;12.5;50.1;0.7242
2.3;1218.0;9.0;128.0;918.0;94.0;1501.0;16.8;36.9;0.7018
2.3;1210.0;9.5;126.0;933.0;96.0;1514.0;19.2;31.3;0.6887
1.8;1114.0;7.7;92.0;1020.0;86.0;1438.0;21.3;26.4;0.6607
1.4;995.0;5.7;66.0;1159.0;72.0;1287.0;21.2;23.1;0.5768
1.0;927.0;3.8;50.0;1285.0;53.0;1189.0;18.6;25.0;0.5319
1.4;1002.0;4.8;70.0;1189.0;65.0;1260.0;18.0;27.3;0.5594
1.3;987.0;4.3;73.0;1213.0;70.0;1244.0;18.2;28.3;0.5848
1.3;993.0;4.1;77.0;1217.0;75.0;1238.0;17.0;31.4;0.6048
1.4;1012.0;4.7;86.0;1174.0;86.0;1301.0;15.6;35.0;0.617
1.9;1114.0;6.2;93.0;1068.0;94.0;1357.0;14.1;40.2;0.6438
1.8;1093.0;5.5;105.0;1102.0;103.0;1329.0;13.4;43.2;0.6623
1.1;968.0;3.3;67.0;1261.0;81.0;1246.0;12.3;46.8;0.6686
1.1;960.0;3.2;63.0;1266.0;80.0;1224.0;11.9;46.5;0.6449
1.1;942.0;2.9;63.0;1300.0;77.0;1204.0;11.5;46.6;0.6319
0.9;888.0;2.2;46.0;1396.0;58.0;1156.0;10.6;48.0;0.6135
0.6;818.0;1.3;21.0;1588.0;31.0;1071.0;10.7;45.8;0.5895
0.5;840.0;1.1;22.0;1643.0;38.0;1076.0;10.4;46.6;0.5901
0.7;894.0;1.3;180.0;1557.0;113.09125081011017;1095.0;10.1;47.8;0.5913
0.6;864.0;1.2;39.0;1496.0;59.0;1153.0;11.3;46.9;0.628
0.7;898.0;1.7;55.0;1441.0;70.0;1180.0;10.1;51.2;0.6341
0.9;946.0;2.9;76.0;1309.0;75.0;1232.0;9.9;50.7;0.6167
2.9;1309.0;14.3;181.0;844.0;103.0;1687.0;8.1;56.8;0.615
4.1;1326.0;19.7;259.0;714.0;134.0;1806.0;10.9;44.1;0.5748
1.5;966.0;5.5;118.0;1111.0;98.0;1258.0;11.8;37.6;0.5184
1.5;975.0;5.6;119.0;1133.0;97.0;1254.0;13.9;33.2;0.5222
1.5;988.0;5.8;123.0;1105.0;98.0;1293.0;15.6;30.1;0.5285
1.4;971.0;5.5;92.0;1129.0;78.0;1272.0;16.5;29.0;0.5406
1.6;1010.0;6.5;91.0;1070.0;83.0;1332.0;17.5;27.9;0.5517
1.5;984.0;5.5;103.0;1131.0;92.0;1268.0;17.9;26.8;0.5446
1.4;962.0;5.2;102.0;1131.0;81.0;1247.0;18.2;26.1;0.5387
1.5;1012.0;5.8;94.0;1098.0;90.0;1289.0;18.0;27.1;0.5522
1.9;1058.0;7.9;98.0;996.0;95.0;1358.0;17.0;28.9;0.5558
2.5;1173.0;10.2;126.0;905.0;114.0;1477.0;16.1;31.3;0.568
2.1;1127.0;8.2;108.0;957.0;106.0;1404.0;14.5;35.4;0.5839
1.6;1020.0;5.7;95.0;1066.0;99.0;1302.0;13.2;37.9;0.5733
1.2;949.0;3.8;78.0;1221.0;90.0;1178.0;13.1;34.4;0.517
1.1;930.0;4.0;61.0;1278.0;82.0;1137.0;13.5;28.5;0.4405
1.0;900.0;2.8;55.0;1339.0;74.0;1089.0;12.4;31.9;0.4583
1.0;899.0;2.6;57.0;1418.0;76.0;1050.0;13.1;26.8;0.4023
0.7;866.0;1.8;41.0;1468.0;66.0;1055.0;11.6;33.6;0.4595
0.7;900.0;1.7;46.0;1402.0;73.0;1130.0;10.5;42.9;0.5442
0.8;949.0;1.4;180.0;1457.0;113.09125081011017;1104.0;11.7;38.7;0.5298
1.8;897.0;1.3;41.0;1462.0;69.0;1101.0;12.2;37.2;0.5277
0.7;956.0;2.3;52.0;1341.0;71.0;1117.0;12.9;33.9;0.5037
1.1;1054.0;5.3;111.0;1080.0;98.0;1266.0;11.3;40.3;0.5376
2.6;1343.0;13.4;191.0;839.0;115.0;1587.0;11.9;38.4;0.5341
4.0;1584.0;23.8;244.0;642.0;130.0;1947.0;13.3;35.6;0.5416
4.2;1556.0;21.5;283.0;674.0;150.0;1852.0;16.3;28.8;0.5305
4.7;1565.0;21.0;320.0;695.0;159.0;1872.0;17.9;28.2;0.5741
3.9;1429.0;18.4;249.0;734.0;146.0;1754.0;18.3;26.6;0.5529
3.7;1419.0;18.9;219.0;742.0;138.0;1763.0;20.8;22.5;0.5463
3.4;1373.0;17.1;200.0;791.0;128.0;1711.0;22.4;20.0;0.5352
2.2;1185.0;10.4;138.0;942.0;97.0;1448.0;20.9;21.7;0.5295
1.9;1122.0;8.0;118.0;991.0;91.0;1372.0;19.1;26.5;0.579
1.6;1085.0;6.2;99.0;1060.0;81.0;1325.0;18.1;30.6;0.6295
2.1;1249.0;9.7;112.0;874.0;99.0;1527.0;17.3;34.7;0.6788
2.2;1236.0;9.6;117.0;853.0;101.0;1532.0;15.8;40.4;0.7228
2.7;1334.0;11.9;129.0;815.0;106.0;1638.0;15.9;42.0;0.7541
2.4;1264.0;8.7;132.0;884.0;102.0;1534.0;15.9;43.5;0.779
1.3;1073.0;4.7;73.0;1072.0;84.0;1360.0;15.0;46.1;0.7833
1.2;1053.0;3.8;68.0;1147.0;81.0;1323.0;15.1;44.6;0.7574
1.5;1098.0;4.7;80.0;1094.0;91.0;1360.0;14.9;43.5;0.7302
1.3;1029.0;3.8;68.0;1180.0;82.0;1287.0;14.8;41.0;0.685
1.0;973.0;2.7;44.0;1287.0;64.0;1240.0;14.8;40.8;0.6814
0.9;972.0;2.8;47.0;1222.0;70.0;1256.0;14.8;40.8;0.6834
0.5;832.0;1.0;180.0;1613.0;113.09125081011017;1066.0;14.2;36.1;0.5823
0.5;851.0;0.8;15.0;1699.0;26.0;1064.0;14.5;36.1;0.5928
0.6;909.0;1.5;44.0;1473.0;58.0;1131.0;14.6;36.0;0.5947
1.0;1038.0;3.5;85.0;1220.0;93.0;1279.0;14.4;38.5;0.6291
3.1;1636.0;15.6;207.0;721.0;110.0;1926.0;13.8;58.2;0.9129
4.1;1580.0;19.9;230.0;639.0;115.0;1957.0;13.2;61.1;0.9256
2.2;1262.0;8.6;181.0;872.0;125.0;1576.0;10.4;74.4;0.9384
1.7;1197.0;6.5;144.0;957.0;118.0;1498.0;11.5;71.0;0.9582
1.9;1277.0;7.7;140.0;902.0;109.0;1579.0;12.2;70.0;0.9924
2.9;1430.0;11.3;204.0;779.0;123.0;1772.0;12.3;73.3;1.0442
2.2;1242.0;9.1;149.0;846.0;114.0;1638.0;11.3;78.1;1.0411
2.6;1349.0;11.2;171.0;804.0;114.0;1748.0;13.6;69.2;1.0746
3.1;1390.0;13.5;195.0;755.0;119.0;1799.0;14.9;59.3;0.9974
2.3;1224.0;10.1;152.0;850.0;111.0;1637.0;15.7;50.9;0.8997
2.4;1253.0;11.3;128.0;810.0;103.0;1681.0;15.2;52.9;0.9087
2.8;1312.0;11.8;121.0;821.0;103.0;1712.0;15.5;50.8;0.8881
2.7;1254.0;11.5;142.0;819.0;107.0;1669.0;14.3;52.9;0.8581
2.3;1198.0;9.3;131.0;882.0;105.0;1588.0;13.2;56.0;0.8446
1.5;1060.0;5.5;81.0;1044.0;91.0;1418.0;12.6;57.0;0.8315
1.4;1050.0;5.1;60.0;1078.0;79.0;1409.0;12.3;57.8;0.8224
1.2;1029.0;4.8;57.0;1098.0;79.0;1395.0;12.0;58.4;0.8164
1.6;1143.0;6.3;96.0;986.0;86.0;1477.0;12.0;61.6;0.8593
1.2;1044.0;5.1;85.0;1031.0;70.0;1425.0;11.5;63.9;0.8652
1.1;1034.0;4.1;50.0;1085.0;55.0;1405.0;10.7;67.2;0.863
0.9;956.0;4.0;180.0;1099.0;113.09125081011017;1422.0;9.0;73.1;0.8394
0.7;909.0;2.4;57.0;1237.0;49.0;1322.0;10.2;66.6;0.8299
0.9;996.0;2.9;64.0;1176.0;50.0;1340.0;11.0;63.7;0.8325
1.7;1154.0;7.4;153.0;1002.0;67.0;1561.0;9.6;68.8;0.8243
4.2;1510.0;19.8;342.0;675.0;94.0;1949.0;9.5;69.6;0.8273
6.2;1722.0;31.9;378.0;539.0;119.0;2439.0;11.9;60.9;0.8455
4.6;1512.0;21.0;304.0;631.0;139.0;2001.0;16.2;48.6;0.8892
2.8;1258.0;11.7;192.0;800.0;113.0;1701.0;19.2;39.6;0.8693
1.6;1094.0;6.8;130.0;970.0;88.0;1489.0;19.7;38.4;0.8743
1.7;1129.0;7.4;106.0;974.0;73.0;1524.0;20.6;36.7;0.8797
1.7;1125.0;8.6;102.0;937.0;73.0;1542.0;21.8;33.9;0.8771
1.7;1099.8331664998332;8.2;99.0;806.0;72.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
1.9;1099.8331664998332;8.2;108.0;806.0;81.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.3;1099.8331664998332;8.2;131.0;806.0;93.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
3.3;1308.0;16.4;163.0;793.0;106.0;1193.0;23.6;27.5;0.7913
4.2;1529.0;21.2;211.0;700.0;132.0;2028.0;22.8;32.1;0.8814
5.5;1592.0;25.0;267.0;624.0;164.0;2089.0;20.8;36.7;0.8878
4.9;1536.0;20.2;269.0;666.0;161.0;1922.0;18.3;40.9;0.8493
2.5;1192.0;10.8;154.0;827.0;124.0;1604.0;16.8;44.0;0.8341
2.0;1186.0;9.9;127.0;844.0;113.0;1570.0;15.8;48.0;0.8569
2.0;1203.0;8.5;122.0;898.0;103.0;1529.0;14.9;52.0;0.8757
2.0;1139.0;8.0;126.0;921.0;104.0;1514.0;14.1;54.4;0.8701
1.3;1072.0;5.6;84.0;986.0;93.0;1442.0;13.3;58.8;0.8922
1.0;954.0;3.2;58.0;1180.0;60.0;1350.0;13.3;60.9;0.9229
0.9;951.0;3.3;180.0;1137.0;113.09125081011017;1381.0;11.8;64.3;0.8869
1.8;926.0;2.8;37.0;1195.0;52.0;1342.0;11.2;65.9;0.8775
0.7;968.0;2.6;56.0;1197.0;66.0;1372.0;11.3;72.9;0.9738
1.1;1067.0;4.3;91.0;1055.0;82.0;1448.0;11.4;71.8;0.9671
2.6;1386.0;13.0;159.0;798.0;109.0;1833.0;11.9;73.7;1.0254
3.9;1474.0;20.3;190.0;634.0;114.0;2060.0;12.6;70.2;1.0221
5.0;1569.0;20.7;249.0;634.0;139.0;2054.0;13.6;65.3;1.0136
3.3;1375.0;15.9;196.0;706.0;127.0;1898.0;16.9;52.3;1.0013
2.9;1328.0;14.2;180.0;738.0;127.0;1821.0;19.4;44.1;0.9855
3.1;1341.0;15.9;167.0;748.0;135.0;1825.0;22.9;33.8;0.9322
3.0;1297.0;16.1;159.0;765.0;130.0;1773.0;23.6;31.3;0.9001
2.7;1303.0;14.7;152.0;790.0;126.0;1761.0;24.7;30.5;0.9371
2.7;1281.0;14.0;149.0;809.0;121.0;1703.0;26.1;27.3;0.9101
2.6;1248.0;13.6;143.0;872.0;122.0;1632.0;27.6;22.8;0.8288
3.7;1382.0;19.7;185.0;778.0;138.0;1799.0;26.9;22.3;0.7792
4.5;1491.0;23.3;223.0;685.0;165.0;1915.0;24.3;30.1;0.9012
4.7;1620.0;24.1;215.0;641.0;154.0;2052.0;21.2;40.1;0.9978
5.5;1693.0;25.4;271.0;618.0;168.0;2083.0;19.4;42.5;0.9483
3.0;1374.0;14.1;180.0;771.0;146.0;1685.0;18.5;43.0;0.9074
1.9;1287.0;10.1;115.0;841.0;124.0;1582.0;17.8;47.0;0.9467
2.3;1408.0;12.1;149.0;761.0;124.0;1684.0;16.8;53.2;1.01
1.6;1254.0;9.0;98.0;828.0;106.0;1566.0;17.1;51.8;0.999
1.3;1141.0;6.3;73.0;936.0;88.0;1488.0;16.2;54.2;0.9933
1.2;1141.0;5.3;69.0;986.0;83.0;1455.0;15.1;58.2;0.9886
0.9;1042.0;3.8;180.0;1056.0;113.09125081011017;1410.0;15.1;57.6;0.9796
0.8;986.0;3.0;60.0;1145.0;74.0;1380.0;14.5;58.0;0.9488
0.8;1005.0;3.3;56.0;1103.0;64.0;1387.0;13.7;61.6;0.9631
0.9;1041.0;3.5;73.0;1112.0;69.0;1398.0;13.9;59.6;0.9408
2.0;1272.0;9.5;159.0;846.0;91.0;1660.0;13.3;61.7;0.9399
3.0;1436.0;15.2;203.0;704.0;96.0;1872.0;15.1;55.8;0.9486
3.1;1472.0;14.3;211.0;720.0;106.0;1816.0;17.0;50.5;0.9684
1.8;1418.0;11.2;180.0;785.0;113.09125081011017;1720.0;19.7;43.3;0.9837
1.8;1410.0;11.4;180.0;781.0;113.09125081011017;1743.0;20.7;41.7;1.0092
1.8;1438.0;13.4;180.0;781.0;113.09125081011017;1779.0;23.3;35.8;1.0098
1.8;1278.0;10.6;180.0;866.0;113.09125081011017;1621.0;23.8;30.5;0.8897
1.8;1257.0;10.8;180.0;915.0;113.09125081011017;1573.0;24.8;27.0;0.8325
1.8;1331.0;11.9;180.0;882.0;113.09125081011017;1635.0;25.0;27.5;0.8575
1.8;1361.0;13.5;180.0;834.0;113.09125081011017;1704.0;25.8;26.5;0.8675
1.8;1398.0;15.2;180.0;812.0;113.09125081011017;1722.0;25.1;27.1;0.8496
1.8;1483.0;17.1;180.0;764.0;113.09125081011017;1798.0;23.7;28.6;0.8273
1.8;1697.0;26.7;180.0;625.0;113.09125081011017;2153.0;22.1;36.8;0.9681
1.8;1459.0;14.2;180.0;736.0;113.09125081011017;1823.0;19.9;47.5;1.0912
1.8;1268.0;8.5;180.0;873.0;113.09125081011017;1602.0;18.7;50.4;1.0772
1.8;1469.0;14.3;180.0;762.0;113.09125081011017;1870.0;18.1;51.3;1.0587
1.8;1316.0;9.3;180.0;847.0;113.09125081011017;1644.0;17.5;53.8;1.0648
1.8;1224.0;7.8;180.0;884.0;113.09125081011017;1580.0;16.7;56.5;1.0634
1.8;1215.0;6.7;180.0;929.0;113.09125081011017;1551.0;15.9;59.2;1.0635
1.8;1115.0;5.4;180.0;980.0;113.09125081011017;1500.0;15.2;62.4;1.0726
1.8;1124.0;5.6;180.0;965.0;113.09125081011017;1521.0;14.7;65.0;1.0766
1.8;1028.0;3.5;180.0;1090.0;113.09125081011017;1448.0;14.3;65.3;1.0594
1.8;1010.0;3.0;180.0;1171.0;113.09125081011017;1434.0;13.7;66.5;1.0393
1.8;1074.0;4.4;180.0;1020.0;113.09125081011017;1488.0;12.9;69.1;1.0264
1.8;1034.0;3.5;180.0;1110.0;113.09125081011017;1423.0;13.7;64.8;1.0135
1.8;1130.0;4.2;180.0;1063.0;113.09125081011017;1461.0;15.3;59.0;1.0181
1.8;1275.0;8.0;180.0;868.0;113.09125081011017;1634.0;18.1;49.8;1.0272
1.8;1324.0;9.0;180.0;846.0;113.09125081011017;1658.0;21.5;40.7;1.0301
1.8;1268.0;8.1;180.0;906.0;113.09125081011017;1589.0;23.3;37.1;1.0457
1.8;1272.0;8.6;180.0;895.0;113.09125081011017;1603.0;25.1;33.8;1.0594
1.8;1160.0;7.1;180.0;969.0;113.09125081011017;1531.0;25.6;32.1;1.0393
1.8;1136.0;5.6;180.0;1057.0;113.09125081011017;1476.0;25.8;31.1;1.0143
1.8;1296.0;10.0;180.0;863.0;113.09125081011017;1642.0;26.1;30.8;1.0253
1.8;1345.0;10.5;180.0;841.0;113.09125081011017;1678.0;24.4;36.0;1.085
1.8;1296.0;10.1;180.0;845.0;113.09125081011017;1626.0;23.0;36.2;1.0053
1.8;1258.0;10.0;180.0;838.0;113.09125081011017;1636.0;22.1;39.3;1.0336
1.8;1420.0;13.0;180.0;755.0;113.09125081011017;1756.0;19.8;44.6;1.0208
1.8;1366.0;10.5;180.0;830.0;113.09125081011017;1673.0;18.5;48.9;1.0323
1.8;1113.0;5.2;180.0;989.0;113.09125081011017;1493.0;16.6;56.1;1.0481
1.8;1196.0;6.9;180.0;909.0;113.09125081011017;1556.0;15.8;58.8;1.0464
1.8;1188.0;6.4;180.0;930.0;113.09125081011017;1540.0;15.3;60.8;1.0501
1.8;1102.0;4.7;180.0;1007.0;113.09125081011017;1470.0;14.7;64.4;1.0717
1.8;969.0;2.4;180.0;1239.0;113.09125081011017;1330.0;14.8;63.3;1.0584
1.8;983.0;2.2;180.0;1233.0;113.09125081011017;1375.0;15.0;61.5;1.0418
1.8;876.0;1.1;180.0;1456.0;113.09125081011017;1294.0;15.5;56.9;0.9961
1.8;884.0;0.9;180.0;1536.0;113.09125081011017;1278.0;16.0;54.0;0.9742
1.8;1024.0;3.1;180.0;1175.0;113.09125081011017;1417.0;13.5;63.9;0.9809
1.8;1126.0;6.2;180.0;945.0;113.09125081011017;1541.0;12.9;65.3;0.9688
1.8;1415.0;13.2;180.0;767.0;113.09125081011017;1795.0;13.4;62.5;0.9582
1.8;1631.0;25.8;180.0;570.0;113.09125081011017;2299.0;14.5;58.8;0.963
1.8;1499.0;18.2;180.0;647.0;113.09125081011017;1972.0;15.3;56.7;0.9773
3.1;1461.0;14.3;236.0;703.0;124.0;1836.0;15.6;57.4;1.0075
3.0;1430.0;13.7;228.0;713.0;121.0;1853.0;16.6;55.2;1.0382
3.2;1498.0;15.7;206.0;684.0;114.0;1942.0;17.0;54.3;1.0434
3.1;1454.0;15.4;188.0;682.0;114.0;1915.0;18.0;51.5;1.0552
2.5;1402.0;12.6;158.0;733.0;106.0;1793.0;19.5;47.5;1.0653
2.1;1327.0;9.8;124.0;803.0;89.0;1705.0;21.6;41.7;1.0606
2.0;1273.0;9.6;98.0;832.0;82.0;1662.0;22.2;38.3;1.0106
3.2;1457.0;16.3;160.0;678.0;111.0;1877.0;20.3;42.8;1.0053
4.1;1543.0;19.8;194.0;631.0;132.0;2011.0;19.7;45.4;1.0312
3.9;1499.0;18.0;174.0;651.0;121.0;1957.0;18.8;47.5;1.0199
3.1;1378.0;13.6;157.0;742.0;116.0;1796.0;17.9;49.4;1.0064
2.0;1243.0;8.7;109.0;852.0;100.0;1622.0;17.5;50.9;1.009
1.7;1196.0;7.7;85.0;884.0;89.0;1589.0;17.4;51.8;1.023
1.6;1137.0;7.3;90.0;890.0;92.0;1554.0;17.0;53.9;1.0363
1.0;1015.0;4.1;61.0;1065.0;71.0;1428.0;16.6;55.4;1.0408
0.8;978.0;2.7;36.0;1188.0;51.0;1382.0;15.9;57.0;1.0224
0.5;933.0;1.5;25.0;1357.0;39.0;1336.0;15.0;59.2;1.0059
0.5;927.0;1.9;180.0;1267.0;113.09125081011017;1370.0;14.5;61.4;1.0041
0.5;908.0;1.8;24.0;1303.0;35.0;1360.0;14.1;61.6;0.9883
